citation_display,work_type,author,year,title,venue,editor,publisher,vol_issue,pages,url,region,subregion,topic,notes,source_file,source_sheet,id
勝山小学校（1932）『岡山県真庭郡勝山町方言』（https://ci.nii.ac.jp/ncid/BA49390297）,book,勝山小学校,1932,岡山県真庭郡勝山町方言,,,,,,https://ci.nii.ac.jp/ncid/BA49390297,岡山,,,,中国方言.xlsx,中国方言（書籍）,
藤井隆雄（1932）『岡山県小田郡方言』（https://ci.nii.ac.jp/ncid/BA49390005）,book,藤井隆雄,1932,岡山県小田郡方言,,,,,,https://ci.nii.ac.jp/ncid/BA49390005,岡山,,,,中国方言.xlsx,中国方言（書籍）,
榊原環（1932）『岡山県川上郡北部地方方言』（https://ci.nii.ac.jp/ncid/BA49389797）,book,榊原環,1932,岡山県川上郡北部地方方言,,,,,,https://ci.nii.ac.jp/ncid/BA49389797,岡山,,,,中国方言.xlsx,中国方言（書籍）,
芳野小学校（1932）『岡山県苫田郡方言』（https://ci.nii.ac.jp/ncid/BA4938955X）,book,芳野小学校,1932,岡山県苫田郡方言,,,,,,https://ci.nii.ac.jp/ncid/BA4938955X,岡山,,,,中国方言.xlsx,中国方言（書籍）,
丸山かよ（1932）『岡山県勝田郡勝間田方言』（https://ci.nii.ac.jp/ncid/BA49386777）,book,丸山かよ,1932,岡山県勝田郡勝間田方言,,,,,,https://ci.nii.ac.jp/ncid/BA49386777,岡山,,,,中国方言.xlsx,中国方言（書籍）,
加茂小学校（1932）『岡山県苫田郡加茂町方言』（https://ci.nii.ac.jp/ncid/BA49386438）,book,加茂小学校,1932,岡山県苫田郡加茂町方言,,,,,,https://ci.nii.ac.jp/ncid/BA49386438,岡山,,,,中国方言.xlsx,中国方言（書籍）,
山本百合子（1932）『岡山県浅口郡玉島地方方言』（https://ci.nii.ac.jp/ncid/BA49385934）,book,山本百合子,1932,岡山県浅口郡玉島地方方言,,,,,,https://ci.nii.ac.jp/ncid/BA49385934,岡山,,,,中国方言.xlsx,中国方言（書籍）,
*（1932）『岡山県後月郡芳井町方言』（https://ci.nii.ac.jp/ncid/BA49385694）,book,*,1932,岡山県後月郡芳井町方言,,,,,,https://ci.nii.ac.jp/ncid/BA49385694,岡山,,,,中国方言.xlsx,中国方言（書籍）,
山下修（1932）『岡山県後月郡高屋町方言』（https://ci.nii.ac.jp/ncid/BA49385286）,book,山下修,1932,岡山県後月郡高屋町方言,,,,,,https://ci.nii.ac.jp/ncid/BA49385286,岡山,,,,中国方言.xlsx,中国方言（書籍）,
伊里小学校（1932）『岡山県和気郡方言』（https://ci.nii.ac.jp/ncid/BA49383994）,book,伊里小学校,1932,岡山県和気郡方言,,,,,,https://ci.nii.ac.jp/ncid/BA49383994,岡山,,,,中国方言.xlsx,中国方言（書籍）,
林春子（1932）『岡山県倉敷市方言』（https://ci.nii.ac.jp/ncid/BA49383597）,book,林春子,1932,岡山県倉敷市方言,,,,,,https://ci.nii.ac.jp/ncid/BA49383597,岡山,,,,中国方言.xlsx,中国方言（書籍）,
水川友爾（1932）『岡山県川上郡成羽町地方方言』（https://ci.nii.ac.jp/ncid/BA49382594）,book,水川友爾,1932,岡山県川上郡成羽町地方方言,,,,,,https://ci.nii.ac.jp/ncid/BA49382594,岡山,,,,中国方言.xlsx,中国方言（書籍）,
*（1932）『岡山県御津郡一宮村方言』（https://ci.nii.ac.jp/ncid/BA49382313）,book,*,1932,岡山県御津郡一宮村方言,,,,,,https://ci.nii.ac.jp/ncid/BA49382313,岡山,,,,中国方言.xlsx,中国方言（書籍）,
久米郡秀実小学校（1932）『岡山県久米郡倭文東村・倭文中村方言』（https://ci.nii.ac.jp/ncid/BA49382084）,book,久米郡秀実小学校,1932,岡山県久米郡倭文東村・倭文中村方言,,,,,,https://ci.nii.ac.jp/ncid/BA49382084,岡山,,,,中国方言.xlsx,中国方言（書籍）,
林野小学校（1932）『岡山県英田郡林野方言』（https://ci.nii.ac.jp/ncid/BA49381263）,book,林野小学校,1932,岡山県英田郡林野方言,,,,,,https://ci.nii.ac.jp/ncid/BA49381263,岡山,,,,中国方言.xlsx,中国方言（書籍）,
高梁小学校（1932）『岡山県上房郡高梁方言』（https://ci.nii.ac.jp/ncid/BA49380759）,book,高梁小学校,1932,岡山県上房郡高梁方言,,,,,,https://ci.nii.ac.jp/ncid/BA49380759,岡山,,,,中国方言.xlsx,中国方言（書籍）,
岩田勝市（1938）『因幡伯耆方言輯録（改訂3版）』横山書店（https://ci.nii.ac.jp/ncid/BN12920351）,book,岩田勝市,1938,因幡伯耆方言輯録（改訂3版）,,,横山書店,,,https://ci.nii.ac.jp/ncid/BN12920351,島根,,,,中国方言.xlsx,中国方言（書籍）,
岩田勝市（1938）『因幡伯耆方言輯録（改訂3版）』横山書店（https://ci.nii.ac.jp/ncid/BN12920351）,book,岩田勝市,1938,因幡伯耆方言輯録（改訂3版）,,,横山書店,,,https://ci.nii.ac.jp/ncid/BN12920351,島根,,,,中国方言.xlsx,中国方言（書籍）,
防長史談會（1933）『防長方言調査表』（https://ci.nii.ac.jp/ncid/BN11782161）,book,防長史談會,1933,防長方言調査表,,,,,,https://ci.nii.ac.jp/ncid/BN11782161,山口,,,,中国方言.xlsx,中国方言（書籍）,
*（1933）『山口県玖珂郡岩国方言』（https://ci.nii.ac.jp/ncid/BB06679635）,book,*,1933,山口県玖珂郡岩国方言,,,,,,https://ci.nii.ac.jp/ncid/BB06679635,山口,,,,中国方言.xlsx,中国方言（書籍）,
島根縣学務課（1933）『二十種方言島根縣郡別統計』（https://ci.nii.ac.jp/ncid/BB0680611X）,book,島根縣学務課,1933,二十種方言島根縣郡別統計,,,,,,https://ci.nii.ac.jp/ncid/BB0680611X,島根,,,,中国方言.xlsx,中国方言（書籍）,
廣島縣師範學校郷土研究室（1933）『廣島縣方言の研究』（https://ci.nii.ac.jp/ncid/BN11781613）,book,廣島縣師範學校郷土研究室,1933,廣島縣方言の研究,,,,,,https://ci.nii.ac.jp/ncid/BN11781613,広島,,,,中国方言.xlsx,中国方言（書籍）,
中村法（1933）『廣島縣廣島市方言』（https://ci.nii.ac.jp/ncid/BB06756645）,book,中村法,1933,廣島縣廣島市方言,,,,,,https://ci.nii.ac.jp/ncid/BB06756645,広島,,,,中国方言.xlsx,中国方言（書籍）,
土井芳人（1933）『廣島縣広島市東部方言』（https://ci.nii.ac.jp/ncid/BB06756474）,book,土井芳人,1933,廣島縣広島市東部方言,,,,,,https://ci.nii.ac.jp/ncid/BB06756474,広島,,,,中国方言.xlsx,中国方言（書籍）,
濱嵜武士（1933）『廣島縣佐伯郡八幡村方言』（https://ci.nii.ac.jp/ncid/BB06756350）,book,濱嵜武士,1933,廣島縣佐伯郡八幡村方言,,,,,,https://ci.nii.ac.jp/ncid/BB06756350,広島,,,,中国方言.xlsx,中国方言（書籍）,
笠岡正次（1933）『廣島縣佐伯郡廿日市町方言』（https://ci.nii.ac.jp/ncid/BB06756088）,book,笠岡正次,1933,廣島縣佐伯郡廿日市町方言,,,,,,https://ci.nii.ac.jp/ncid/BB06756088,広島,,,,中国方言.xlsx,中国方言（書籍）,
手島要（1933）『広島縣旧呉市方言』（https://ci.nii.ac.jp/ncid/BB06755890）,book,手島要,1933,広島縣旧呉市方言,,,,,,https://ci.nii.ac.jp/ncid/BB06755890,広島,,,,中国方言.xlsx,中国方言（書籍）,
後藤克己（1933）『廣島縣芦品郡府中方言』（https://ci.nii.ac.jp/ncid/BB0675561X）,book,後藤克己,1933,廣島縣芦品郡府中方言,,,,,,https://ci.nii.ac.jp/ncid/BB0675561X,広島,,,,中国方言.xlsx,中国方言（書籍）,
*（1933）『廣島縣安佐郡中部方言』（https://ci.nii.ac.jp/ncid/BB06755460）,book,*,1933,廣島縣安佐郡中部方言,,,,,,https://ci.nii.ac.jp/ncid/BB06755460,広島,,,,中国方言.xlsx,中国方言（書籍）,
永富三治（1934）『山口縣厚狭郡植物俗名目録』（https://ci.nii.ac.jp/ncid/BA35430870）,book,永富三治,1934,山口縣厚狭郡植物俗名目録,,,,,,https://ci.nii.ac.jp/ncid/BA35430870,山口,,,,中国方言.xlsx,中国方言（書籍）,
峰田村青年団（1935）『郷土調査』（https://ci.nii.ac.jp/ncid/BN13727062）,book,峰田村青年団,1935,郷土調査,,,,,,https://ci.nii.ac.jp/ncid/BN13727062,広島,,,,中国方言.xlsx,中国方言（書籍）,
島村知章（1935）『岡山方言』（https://ci.nii.ac.jp/ncid/BN12920602）,book,島村知章,1935,岡山方言,,,,,,https://ci.nii.ac.jp/ncid/BN12920602,岡山,,,,中国方言.xlsx,中国方言（書籍）,
島根県女子師範学校（1936）『隱岐島方言の研究』島根県女子師範学校（https://ci.nii.ac.jp/ncid/BN1178478X）,book,島根県女子師範学校,1936,隱岐島方言の研究,,,島根県女子師範学校,,,https://ci.nii.ac.jp/ncid/BN1178478X,隠岐,隠岐,,,中国方言.xlsx,中国方言（書籍）,
篠原實（1936）『島根縣鹿足郡方言の調査研究』（https://ci.nii.ac.jp/ncid/BN11785046）,book,篠原實,1936,島根縣鹿足郡方言の調査研究,,,,,,https://ci.nii.ac.jp/ncid/BN11785046,島根,,,,中国方言.xlsx,中国方言（書籍）,
島根縣女子師範學校（1936）『隱岐島方言の研究』（https://ci.nii.ac.jp/ncid/BN1178478X）,book,島根縣女子師範學校,1936,隱岐島方言の研究,,,,,,https://ci.nii.ac.jp/ncid/BN1178478X,島根,,,,中国方言.xlsx,中国方言（書籍）,
佐藤清明（1936）『岡山縣動物方言辞典』（https://ci.nii.ac.jp/ncid/BA3544198X）,book,佐藤清明,1936,岡山縣動物方言辞典,,,,,,https://ci.nii.ac.jp/ncid/BA3544198X,岡山,,,,中国方言.xlsx,中国方言（書籍）,
生田彌範（1937）『因伯方言考』就將尋常小學校（https://ci.nii.ac.jp/ncid/BN06327814）,book,生田彌範,1937,因伯方言考,,,就將尋常小學校,,,https://ci.nii.ac.jp/ncid/BN06327814,,,,,中国方言.xlsx,中国方言（書籍）,
村岡浅夫（1937）『語法的に見た廣島縣の音韻大略』不明（https://ci.nii.ac.jp/ncid/BA35439241）,book,村岡浅夫,1937,語法的に見た廣島縣の音韻大略,,,不明,,,https://ci.nii.ac.jp/ncid/BA35439241,広島,,,,中国方言.xlsx,中国方言（書籍）,
重本多喜津（1937）『長門方言集』（https://ci.nii.ac.jp/ncid/BN15965709）,book,重本多喜津,1937,長門方言集,,,,,,https://ci.nii.ac.jp/ncid/BN15965709,山口,,,,中国方言.xlsx,中国方言（書籍）,
原安雄（1940）『周防大島方言集』（https://ci.nii.ac.jp/ncid/BN11782285）,book,原安雄,1940,周防大島方言集,,,,,,https://ci.nii.ac.jp/ncid/BN11782285,山口,,,,中国方言.xlsx,中国方言（書籍）,
岡崎忠祐（1942）『防長の方言』（https://ci.nii.ac.jp/ncid/BN12919931）,book,岡崎忠祐,1942,防長の方言,,,,,,https://ci.nii.ac.jp/ncid/BN12919931,山口,,,,中国方言.xlsx,中国方言（書籍）,
原安雄（1943）『周防大島方言集』（https://ci.nii.ac.jp/ncid/BN11346341）,book,原安雄,1943,周防大島方言集,,,,,,https://ci.nii.ac.jp/ncid/BN11346341,山口,,,,中国方言.xlsx,中国方言（書籍）,
廣戸惇（1949）『山陰方言の語法 : 出雲・隠岐・石見・伯耆』（https://ci.nii.ac.jp/ncid/BN11783710）,book,廣戸惇,1949,山陰方言の語法 : 出雲・隠岐・石見・伯耆,,,,,,https://ci.nii.ac.jp/ncid/BN11783710,島根,,,,中国方言.xlsx,中国方言（書籍）,
原田英雄（1949）『広島方言の二三の特徴』（https://ci.nii.ac.jp/ncid/BN1450623X）,book,原田英雄,1949,広島方言の二三の特徴,,,,,,https://ci.nii.ac.jp/ncid/BN1450623X,広島,,,,中国方言.xlsx,中国方言（書籍）,
生田彌範（1950）『山陰方言概論』今井書店（https://ci.nii.ac.jp/ncid/BN11342136）,book,生田彌範,1950,山陰方言概論,,,今井書店,,,https://ci.nii.ac.jp/ncid/BN11342136,,,,,中国方言.xlsx,中国方言（書籍）,
村岡浅夫（1950）『広島県方言の概観』国立国語研究所（https://ci.nii.ac.jp/ncid/BN11977921）,book,村岡浅夫,1950,広島県方言の概観,,,国立国語研究所,,,https://ci.nii.ac.jp/ncid/BN11977921,広島,,,,中国方言.xlsx,中国方言（書籍）,
虫明吉治郎（1950）『岡山県方言研究の概観』国立国語研究所（https://ci.nii.ac.jp/ncid/BN1196972X）,book,虫明吉治郎,1950,岡山県方言研究の概観,,,国立国語研究所,,,https://ci.nii.ac.jp/ncid/BN1196972X,岡山,,,,中国方言.xlsx,中国方言（書籍）,
原安雄（1950）『山口県方言研究の概観』（https://ci.nii.ac.jp/ncid/BN11969934）,book,原安雄,1950,山口県方言研究の概観,,,,,,https://ci.nii.ac.jp/ncid/BN11969934,山口,,,,中国方言.xlsx,中国方言（書籍）,
岡義重（1950）『島根県方言研究の概観』（https://ci.nii.ac.jp/ncid/BN11969515）,book,岡義重,1950,島根県方言研究の概観,,,,,,https://ci.nii.ac.jp/ncid/BN11969515,島根,,,,中国方言.xlsx,中国方言（書籍）,
村岡浅夫（1950）『広島県方言の概観』（https://ci.nii.ac.jp/ncid/BN11977921）,book,村岡浅夫,1950,広島県方言の概観,,,,,,https://ci.nii.ac.jp/ncid/BN11977921,広島,,,,中国方言.xlsx,中国方言（書籍）,
冬扇會（1950）『那岐山麓地方方言集』（https://ci.nii.ac.jp/ncid/BA3137304X）,book,冬扇會,1950,那岐山麓地方方言集,,,,,,https://ci.nii.ac.jp/ncid/BA3137304X,岡山,,,,中国方言.xlsx,中国方言（書籍）,
虫明吉治郎（1951）『岡山県方言の三音節形容詞アクセント(れる)(られる)の命令形の実態』国立国語研究所（https://ci.nii.ac.jp/ncid/BN11986536）,book,虫明吉治郎,1951,岡山県方言の三音節形容詞アクセント(れる)(られる)の命令形の実態,,,国立国語研究所,,,https://ci.nii.ac.jp/ncid/BN11986536,岡山,,,,中国方言.xlsx,中国方言（書籍）,
原安雄（1951）『山口県方言音韻語法の特徴形の実態』（https://ci.nii.ac.jp/ncid/BN11986751）,book,原安雄,1951,山口県方言音韻語法の特徴形の実態,,,,,,https://ci.nii.ac.jp/ncid/BN11986751,山口,,,,中国方言.xlsx,中国方言（書籍）,
原田英雄（1951）『広島方言の性格』（https://ci.nii.ac.jp/ncid/BN14506717）,book,原田英雄,1951,広島方言の性格,,,,,,https://ci.nii.ac.jp/ncid/BN14506717,広島,,,,中国方言.xlsx,中国方言（書籍）,
生田彌範（1953）『西伯方言集』稲葉書房（https://ci.nii.ac.jp/ncid/BN11347898）,book,生田彌範,1953,西伯方言集,,,稲葉書房,,,https://ci.nii.ac.jp/ncid/BN11347898,,,,,中国方言.xlsx,中国方言（書籍）,
村岡浅夫（1954）『広島県佐伯郡水内村』国立国語研究所（https://ci.nii.ac.jp/ncid/BN12015623）,book,村岡浅夫,1954,広島県佐伯郡水内村,,,国立国語研究所,,,https://ci.nii.ac.jp/ncid/BN12015623,佐伯郡,佐伯郡,,,中国方言.xlsx,中国方言（書籍）,
虫明吉治郎（1954）『岡山県のアクセント』山陽図書出版（https://ci.nii.ac.jp/ncid/BN11780847）,book,虫明吉治郎,1954,岡山県のアクセント,,,山陽図書出版,,,https://ci.nii.ac.jp/ncid/BN11780847,岡山,,,,中国方言.xlsx,中国方言（書籍）,
虫明吉治郎（1954）『岡山県岡山市高島新屋敷』国立国語研究所（https://ci.nii.ac.jp/ncid/BN12015441）,book,虫明吉治郎,1954,岡山県岡山市高島新屋敷,,,国立国語研究所,,,https://ci.nii.ac.jp/ncid/BN12015441,岡山市,岡山市,,,中国方言.xlsx,中国方言（書籍）,
山田亀之介（1961）『宇部方言集』（https://ci.nii.ac.jp/ncid/BB04574385）,book,山田亀之介,1961,宇部方言集,,,,,,https://ci.nii.ac.jp/ncid/BB04574385,山口,,,,中国方言.xlsx,中国方言（書籍）,
渡辺保（1954）『山口県厚狹郡万倉村』（https://ci.nii.ac.jp/ncid/BN12015918）,book,渡辺保,1954,山口県厚狹郡万倉村,,,,,,https://ci.nii.ac.jp/ncid/BN12015918,山口,,,,中国方言.xlsx,中国方言（書籍）,
岡義重（1954）『島根県簸川郡伊波野村』（https://ci.nii.ac.jp/ncid/BN12015292）,book,岡義重,1954,島根県簸川郡伊波野村,,,,,,https://ci.nii.ac.jp/ncid/BN12015292,島根,,,,中国方言.xlsx,中国方言（書籍）,
村岡浅夫（1954）『広島県佐伯郡水内村』（https://ci.nii.ac.jp/ncid/BN12015623）,book,村岡浅夫,1954,広島県佐伯郡水内村,,,,,,https://ci.nii.ac.jp/ncid/BN12015623,広島,佐伯郡,,,中国方言.xlsx,中国方言（書籍）,
原田英雄（1955）『広島方言概要』（https://ci.nii.ac.jp/ncid/BN12078394）,book,原田英雄,1955,広島方言概要,,,,,,https://ci.nii.ac.jp/ncid/BN12078394,広島,,,,中国方言.xlsx,中国方言（書籍）,
石黒武顕（1957）『鳥取県方言分布の実態』（https://ci.nii.ac.jp/ncid/BN11348041）,book,石黒武顕,1957,鳥取県方言分布の実態,,,,,,https://ci.nii.ac.jp/ncid/BN11348041,鳥取,,,,中国方言.xlsx,中国方言（書籍）,
生田彌範（1956）『山陰方言雑考』立林書店（https://ci.nii.ac.jp/ncid/BN11342293）,book,生田彌範,1956,山陰方言雑考,,,立林書店,,,https://ci.nii.ac.jp/ncid/BN11342293,,,,,中国方言.xlsx,中国方言（書籍）,
小都勇二（1959）『たかたことば : 高田郡方言集』（https://ci.nii.ac.jp/ncid/BA67326697）,book,小都勇二,1959,たかたことば : 高田郡方言集,,,,,,https://ci.nii.ac.jp/ncid/BA67326697,広島,,,,中国方言.xlsx,中国方言（書籍）,
坂倉道義（1961）『旧吉敷郡小鯖村方言』（https://ci.nii.ac.jp/ncid/BB22523400）,book,坂倉道義,1961,旧吉敷郡小鯖村方言,,,,,,https://ci.nii.ac.jp/ncid/BB22523400,山口,,,,中国方言.xlsx,中国方言（書籍）,
漢東種一郎（1961）『出雲の方言』（https://ci.nii.ac.jp/ncid/BN11348325）,book,漢東種一郎,1961,出雲の方言,,,,,,https://ci.nii.ac.jp/ncid/BN11348325,島根,,,,中国方言.xlsx,中国方言（書籍）,
森山俊雄（1965）『出雲弁・石見弁 : 歌唱上から見た』（https://ci.nii.ac.jp/ncid/BN11784123）,book,森山俊雄,1965,出雲弁・石見弁 : 歌唱上から見た,,,,,,https://ci.nii.ac.jp/ncid/BN11784123,島根,,,,中国方言.xlsx,中国方言（書籍）,
十河直樹（1966）『児島地方の方言集』（https://ci.nii.ac.jp/ncid/BN11438563）,book,十河直樹,1966,児島地方の方言集,,,,,,https://ci.nii.ac.jp/ncid/BN11438563,岡山,,,,中国方言.xlsx,中国方言（書籍）,
山中六彦（1967）『山口県方言辞典』（https://ci.nii.ac.jp/ncid/BN06982547）,book,山中六彦,1967,山口県方言辞典,,,,,,https://ci.nii.ac.jp/ncid/BN06982547,山口,,,,中国方言.xlsx,中国方言（書籍）,
山崎徳三郎（1967）『長門方言集』長門市立図書館（https://ci.nii.ac.jp/ncid/BA69442440）,book,山崎徳三郎,1967,長門方言集,,,長門市立図書館,,,https://ci.nii.ac.jp/ncid/BA69442440,山口,,,,中国方言.xlsx,中国方言（書籍）,
波多放彩（1967）『ふるさとのことば : 山口県阿武郡福栄村方言』（https://ci.nii.ac.jp/ncid/BN11346760）,book,波多放彩,1967,ふるさとのことば : 山口県阿武郡福栄村方言,,,,,,https://ci.nii.ac.jp/ncid/BN11346760,山口,,,,中国方言.xlsx,中国方言（書籍）,
竹谷素信（1969）『隠岐布施地域の方言』（https://ci.nii.ac.jp/ncid/BA61178393）,book,竹谷素信,1969,隠岐布施地域の方言,,,,,,https://ci.nii.ac.jp/ncid/BA61178393,島根,,,,中国方言.xlsx,中国方言（書籍）,
加茂郷土史研究会方言部会（1970）『かもだにことば』（https://ci.nii.ac.jp/ncid/BB12130558）,book,加茂郷土史研究会方言部会,1970,かもだにことば,,,,,,https://ci.nii.ac.jp/ncid/BB12130558,岡山,,,,中国方言.xlsx,中国方言（書籍）,
十河直樹（1971）『ことばをもとめて : 岡山の代表的な方言』（https://ci.nii.ac.jp/ncid/BN1134365X）,book,十河直樹,1971,ことばをもとめて : 岡山の代表的な方言,,,,,,https://ci.nii.ac.jp/ncid/BN1134365X,岡山,,,,中国方言.xlsx,中国方言（書籍）,
尾道短期大学方言研究会（1972）『佐田岬三崎町言語地図』（https://ci.nii.ac.jp/ncid/BA64949343）,book,尾道短期大学方言研究会,1972,佐田岬三崎町言語地図,,,,,,https://ci.nii.ac.jp/ncid/BA64949343,広島,,,,中国方言.xlsx,中国方言（書籍）,
十河直樹（1973）『岡山の方言』（https://ci.nii.ac.jp/ncid/BN1134292X）,book,十河直樹,1973,岡山の方言,,,,,,https://ci.nii.ac.jp/ncid/BN1134292X,岡山,,,,中国方言.xlsx,中国方言（書籍）,
徳山銕也（1974）『蒜山方言目録』（https://ci.nii.ac.jp/ncid/BN12078281）,book,徳山銕也,1974,蒜山方言目録,,,,,,https://ci.nii.ac.jp/ncid/BN12078281,岡山,,,,中国方言.xlsx,中国方言（書籍）,
十河直樹（1974）『下津井言語誌』（https://ci.nii.ac.jp/ncid/BB06761102）,book,十河直樹,1974,下津井言語誌,,,,,,https://ci.nii.ac.jp/ncid/BB06761102,岡山,,,,中国方言.xlsx,中国方言（書籍）,
十河直樹（1974）『鳥類』（https://ci.nii.ac.jp/ncid/BB06761849）,book,十河直樹,1974,鳥類,,,,,,https://ci.nii.ac.jp/ncid/BB06761849,岡山,,,,中国方言.xlsx,中国方言（書籍）,
広島県師範学校（1975）『廣島縣方言の研究』国書刊行会（https://ci.nii.ac.jp/ncid/BN08451279）,book,広島県師範学校,1975,廣島縣方言の研究,,,国書刊行会,,,https://ci.nii.ac.jp/ncid/BN08451279,広島,,,,中国方言.xlsx,中国方言（書籍）,
柴田武（1975）『広島県太田川上流域言語地図集』（https://ci.nii.ac.jp/ncid/BN11344197）,book,柴田武,1975,広島県太田川上流域言語地図集,,,,,,https://ci.nii.ac.jp/ncid/BN11344197,広島,,,,中国方言.xlsx,中国方言（書籍）,
広島市信用組合（1976）『広島の方言』（https://ci.nii.ac.jp/ncid/BB06749107）,book,広島市信用組合,1976,広島の方言,,,,,,https://ci.nii.ac.jp/ncid/BB06749107,広島,,,,中国方言.xlsx,中国方言（書籍）,
冨田義弘（1977）『下関の方言』赤間関書房（https://ci.nii.ac.jp/ncid/BN09111221）,book,冨田義弘,1977,下関の方言,,,赤間関書房,,,https://ci.nii.ac.jp/ncid/BN09111221,山口,,,,中国方言.xlsx,中国方言（書籍）,
「須佐地方の方言」編集委員会（1977）『須佐地方の方言』（https://ci.nii.ac.jp/ncid/BN11347253）,book,「須佐地方の方言」編集委員会,1977,須佐地方の方言,,,,,,https://ci.nii.ac.jp/ncid/BN11347253,山口,,,,中国方言.xlsx,中国方言（書籍）,
柳田国男（1977）『周防大島方言集』（https://ci.nii.ac.jp/ncid/BN05374513）,book,柳田国男,1977,周防大島方言集,,,,,,https://ci.nii.ac.jp/ncid/BN05374513,山口,,,,中国方言.xlsx,中国方言（書籍）,
RCC方言研究会（1977）『くらしのことば : 現地録音調査地点およびテープ一覧表』（https://ci.nii.ac.jp/ncid/BB06815085）,book,RCC方言研究会,1977,くらしのことば : 現地録音調査地点およびテープ一覧表,,,,,,https://ci.nii.ac.jp/ncid/BB06815085,広島,,,,中国方言.xlsx,中国方言（書籍）,
RCC方言研究会（1977）『「くらしのことば」放送一覧 : 中国放送ラジオ番組』（https://ci.nii.ac.jp/ncid/BB06814923）,book,RCC方言研究会,1977,「くらしのことば」放送一覧 : 中国放送ラジオ番組,,,,,,https://ci.nii.ac.jp/ncid/BB06814923,広島,,,,中国方言.xlsx,中国方言（書籍）,
神鳥武彦（1977）『言語地域 : 発音の特色』（https://ci.nii.ac.jp/ncid/BA38222621）,book,神鳥武彦,1977,言語地域 : 発音の特色,,,,,,https://ci.nii.ac.jp/ncid/BA38222621,広島,,,,中国方言.xlsx,中国方言（書籍）,
虫明吉治郎（1978）『岡山方言とその周辺』研文館吉田書店（https://ci.nii.ac.jp/ncid/BN11490927）,book,虫明吉治郎,1978,岡山方言とその周辺,,,研文館吉田書店,,,https://ci.nii.ac.jp/ncid/BN11490927,岡山,,,,中国方言.xlsx,中国方言（書籍）,
虫明吉治郎（1978）『岡山弁あれこれ : 岡山方言とその周辺』研文館吉田書店（https://ci.nii.ac.jp/ncid/BA44572967）,book,虫明吉治郎,1978,岡山弁あれこれ : 岡山方言とその周辺,,,研文館吉田書店,,,https://ci.nii.ac.jp/ncid/BA44572967,岡山,,,,中国方言.xlsx,中国方言（書籍）,
山部章（1979）『周南地方の方言集 : 平生町を中心とした』（https://ci.nii.ac.jp/ncid/BN12920158）,book,山部章,1979,周南地方の方言集 : 平生町を中心とした,,,,,,https://ci.nii.ac.jp/ncid/BN12920158,山口,,,,中国方言.xlsx,中国方言（書籍）,
中国放送編（1979）『広島くらしのことば』（https://ci.nii.ac.jp/ncid/BN0624598X）,book,中国放送編,1979,広島くらしのことば,,,,,,https://ci.nii.ac.jp/ncid/BN0624598X,広島,,,,中国方言.xlsx,中国方言（書籍）,
アラン・タルボット（1979）『岡山の日本語』（https://ci.nii.ac.jp/ncid/BN1178060X）,book,アラン・タルボット,1979,岡山の日本語,,,,,,https://ci.nii.ac.jp/ncid/BN1178060X,岡山,,,,中国方言.xlsx,中国方言（書籍）,
尾川恒祐（1980）『やないの方言』（https://ci.nii.ac.jp/ncid/BN13728757）,book,尾川恒祐,1980,やないの方言,,,,,,https://ci.nii.ac.jp/ncid/BN13728757,山口,,,,中国方言.xlsx,中国方言（書籍）,
瀬田静香（1980）『里言葉の辞典』（https://ci.nii.ac.jp/ncid/BN11801608）,book,瀬田静香,1980,里言葉の辞典,,,,,,https://ci.nii.ac.jp/ncid/BN11801608,山口,,,,中国方言.xlsx,中国方言（書籍）,
十河直樹（1980）『下津井言語誌 : 鳥獣虫魚』（https://ci.nii.ac.jp/ncid/BN11343048）,book,十河直樹,1980,下津井言語誌 : 鳥獣虫魚,,,,,,https://ci.nii.ac.jp/ncid/BN11343048,岡山,,,,中国方言.xlsx,中国方言（書籍）,
岩国市立岩国図書館（1987）『岩国地方の方言集』（https://ci.nii.ac.jp/ncid/BN03373892）,book,岩国市立岩国図書館,1987,岩国地方の方言集,,,,,,https://ci.nii.ac.jp/ncid/BN03373892,山口,,,,中国方言.xlsx,中国方言（書籍）,
三浦章（1981）『平郡島西浦方言』（https://ci.nii.ac.jp/ncid/BB06685321）,book,三浦章,1981,平郡島西浦方言,,,,,,https://ci.nii.ac.jp/ncid/BB06685321,山口,,,,中国方言.xlsx,中国方言（書籍）,
柴田武ほか（1981）『出雲飯石郡中央部言語地図 : 昭和54年度調査資料から』（https://ci.nii.ac.jp/ncid/BN11348460）,book,柴田武ほか,1981,出雲飯石郡中央部言語地図 : 昭和54年度調査資料から,,,,,,https://ci.nii.ac.jp/ncid/BN11348460,島根,,,,中国方言.xlsx,中国方言（書籍）,
武田敬造（1982）『矢野弁 : わが古里の方言』（https://ci.nii.ac.jp/ncid/BN1134578X）,book,武田敬造,1982,矢野弁 : わが古里の方言,,,,,,https://ci.nii.ac.jp/ncid/BN1134578X,広島,,,,中国方言.xlsx,中国方言（書籍）,
渡辺近恵（1984）『山野の方言』（https://ci.nii.ac.jp/ncid/BN12079295）,book,渡辺近恵,1984,山野の方言,,,,,,https://ci.nii.ac.jp/ncid/BN12079295,広島,,,,中国方言.xlsx,中国方言（書籍）,
